NAME,Month,Longitude,Latitude,O3,B1,B6,SAA,SAZ,SOA,SOZ,边界层高(PBLH),相对湿度(RH),气压(PRES),大气温度(TMP),水平风速(U-GRD),垂直风速(V-GRD)
1927A,1.0,109.4761,36.6028,4.0,0.0824,0.0609,134.574,53.662,-2.925,71.536,920.2992,92.2382,97489.1725,266.8383,0.7956,-6.564
1929A,1.0,109.5056,36.6106,7.0,0.084,0.0654,134.633,53.632,-2.881,71.533,906.9268,92.3615,97458.5684,266.751,0.7777,-6.5711
1930A,1.0,107.1586,34.3708,49.0,0.087,0.0571,130.474,53.508,-4.848,69.891,835.5811,82.09,98537.8872,265.7885,4.9852,-5.6668
1931A,1.0,107.0708,34.3017,28.0,0.0782,0.0523,130.33,53.542,-4.932,69.859,836.9545,82.1952,98482.3764,265.6877,4.9299,-5.5157
1932A,1.0,107.1906,34.3672,12.0,0.087,0.0571,130.474,53.508,-4.848,69.891,835.5811,82.09,98537.8872,265.7885,4.9852,-5.6668
1933A,1.0,107.1431,34.3547,15.0,0.0828,0.0622,130.419,53.542,-4.889,69.895,836.8984,82.0312,98517.6293,265.7469,4.9573,-5.6331
1934A,1.0,107.1186,34.3739,22.0,0.0828,0.0622,130.419,53.542,-4.889,69.895,836.8984,82.0312,98517.6293,265.7469,4.9573,-5.6331
1935A,1.0,107.3906,34.3528,5.0,0.0866,0.0569,130.689,53.372,-4.68,69.881,830.3119,82.3252,98618.9188,265.955,5.0967,-5.8015
1936A,1.0,107.2058,34.3497,12.0,0.0915,0.0534,130.491,53.438,-4.805,69.849,833.8944,82.3652,98543.5132,265.8148,5.0075,-5.6122
1937A,1.0,107.2386,34.3622,8.0,0.0854,0.0606,130.526,53.474,-4.804,69.89,834.2638,82.1488,98558.1451,265.8301,5.0131,-5.7005
1938A,1.0,109.5293,34.5101,4.0,0.0985,0.0626,133.165,52.027,-2.878,69.903,876.6744,94.1169,99013.3135,268.8629,2.6414,-6.3873
1939A,1.0,109.5049,34.5004,19.0,0.0985,0.0626,133.165,52.027,-2.878,69.903,876.6744,94.1169,99013.3135,268.8629,2.6414,-6.3873
1940A,1.0,109.4636,34.493,5.0,0.0947,0.0555,133.074,52.022,-2.92,69.864,868.0681,94.0275,99041.5667,268.8825,2.7531,-6.2096
1941A,1.0,109.4266,34.5021,6.0,0.0952,0.0668,133.054,52.094,-2.964,69.905,874.6106,94.2721,99089.0213,269.1288,2.7198,-6.5022
1943A,1.0,102.1725,38.5339,30.0,0.0888,0.0637,128.065,59.772,26.946,73.504,622.2302,83.0678,98516.8108,265.3074,2.5879,-6.4784
1944A,1.0,102.1708,38.5061,32.0,0.0888,0.0637,128.065,59.772,26.946,73.504,622.2302,83.0678,98516.8108,265.3074,2.5879,-6.4784
1945A,1.0,98.2908,39.7711,39.0,0.0702,0.0428,125.017,63.192,23.663,74.929,553.0102,69.584,96735.6346,265.2392,2.3036,-8.7903
1947A,1.0,106.3394,38.817,5.0,0.0714,0.0442,132.535,57.296,-5.583,73.402,800.0045,87.0087,98726.3,269.218,-2.1881,-5.85
1948A,1.0,106.3717,39.0153,2.0,0.0838,0.0565,132.713,57.413,-5.548,73.555,954.0723,83.8074,99110.2093,271.0451,-4.3002,-5.6334
1950A,1.0,106.7096,39.1292,9.0,0.0816,0.0731,133.149,57.272,-5.255,73.614,1010.4921,83.5123,99168.0997,272.0136,-6.1575,-5.5977
1954A,1.0,84.8983,44.3336,31.0,0.0367,0.0107,115.396,74.69,48.346,80.864,932.6496,65.5464,101324.007,276.4918,-5.1281,1.9842
1956A,1.0,86.1461,41.7511,20.0,0.0558,0.028,115.374,72.686,49.506,78.688,1188.7199,61.7387,101399.4237,277.7948,3.4405,2.3384
1957A,1.0,86.2022,41.7192,17.0,0.0583,0.0332,115.435,72.592,49.591,78.627,1236.8867,60.4111,101404.1109,277.8404,3.5674,2.4468
1958A,1.0,86.2381,41.7128,41.0,0.0583,0.0332,115.435,72.592,49.591,78.627,1236.8867,60.4111,101404.1109,277.8404,3.5674,2.4468
1961A,1.0,117.541,36.71,43.0,0.0901,0.055,144.441,49.109,3.827,71.656,228.4142,95.0484,98965.3576,263.5516,-3.9087,0.9401
1966A,1.0,120.039,35.872,27.0,0.0465,0.0292,147.262,47.066,5.918,71.134,319.4542,94.9203,98464.1292,263.4043,-2.173,2.4574
1982A,1.0,122.019,37.187,43.0,0.0077,0.0042,150.821,47.388,-28.405,72.296,410.1043,94.8189,98419.4397,263.5631,-6.0551,2.7371
2054A,1.0,114.1044,32.1078,4.0,0.0811,0.05,136.794,47.132,1.027,67.993,374.6126,94.7495,97795.8937,263.9969,2.5817,1.3293
2064A,1.0,114.0122,32.1403,72.0,0.0666,0.0432,136.669,47.195,0.944,67.991,391.0408,94.7129,97770.553,264.1072,2.6679,1.269
2065A,1.0,114.0681,32.1342,12.0,0.0703,0.0464,136.731,47.163,0.986,67.993,382.8267,94.7312,97783.2233,264.0521,2.6248,1.2991
2066A,1.0,114.0614,32.1383,8.0,0.0703,0.0464,136.731,47.163,0.986,67.993,382.8267,94.7312,97783.2233,264.0521,2.6248,1.2991
2067A,1.0,114.6613,33.6128,19.0,0.0569,0.0344,138.636,48.022,1.436,69.161,334.8432,95.066,98302.4332,264.4876,2.0169,1.575
2068A,1.0,114.6758,33.6347,20.0,0.0569,0.0344,138.636,48.022,1.436,69.161,334.8432,95.066,98302.4332,264.4876,2.0169,1.575
2069A,1.0,114.6546,33.5979,45.0,0.0442,0.0246,138.6,47.979,1.435,69.122,334.0499,95.0265,98300.6509,264.4721,2.0303,1.5786
2070A,1.0,114.6369,33.6406,7.0,0.0672,0.0348,138.574,48.052,1.394,69.161,339.54,95.0258,98287.0229,264.5054,2.07,1.5376
2075A,1.0,117.6336,24.4674,60.0,0.007,0.0014,134.259,38.554,4.119,62.267,431.1181,95.7917,97879.7184,269.3659,1.7908,4.5231
2160A,1.0,112.85,35.5051,4.0,0.0831,0.0593,137.727,50.72,-0.115,70.623,746.6459,92.9774,98896.5917,268.9512,0.2533,-4.2437
2161A,1.0,112.835,35.4934,3.0,0.0893,0.0579,137.693,50.679,-0.114,70.582,745.6438,92.8329,98893.6338,268.9942,0.398,-4.2178
2162A,1.0,112.8564,35.4883,6.0,0.0921,0.0594,137.753,50.648,-0.074,70.583,727.2379,92.9088,98890.9695,268.925,0.3375,-4.1472
2163A,1.0,112.8664,35.4894,5.0,0.0921,0.0594,137.753,50.648,-0.074,70.583,727.2379,92.9088,98890.9695,268.925,0.3375,-4.1472
2165A,1.0,112.8453,35.546,28.0,0.0831,0.0593,137.727,50.72,-0.115,70.623,746.6459,92.9774,98896.5917,268.9512,0.2533,-4.2437
2166A,1.0,112.44,39.3514,34.0,0.0723,0.0642,139.741,54.142,-0.475,73.631,1424.0743,87.3327,99837.2224,275.4105,-14.3839,-5.1658
2167A,1.0,112.4549,39.3606,28.0,0.0804,0.072,139.8,54.113,-0.433,73.628,1422.276,87.3753,99835.819,275.3966,-14.4275,-5.1377
2168A,1.0,112.4254,39.3179,55.0,0.0845,0.0593,139.711,54.099,-0.474,73.59,1416.4937,87.4383,99815.1858,275.4157,-14.2887,-5.254
2169A,1.0,112.4078,39.3265,55.0,0.0845,0.0593,139.711,54.099,-0.474,73.59,1416.4937,87.4383,99815.1858,275.4157,-14.2887,-5.254
2170A,1.0,112.4279,39.3673,30.0,0.0723,0.0642,139.741,54.142,-0.475,73.631,1424.0743,87.3327,99837.2224,275.4105,-14.3839,-5.1658
2171A,1.0,112.7549,37.7019,4.0,0.0902,0.0671,139.134,52.565,-0.163,72.338,801.9797,93.8601,97425.3343,266.0168,-6.2559,-4.8879
2173A,1.0,112.7306,37.7111,7.0,0.0881,0.0558,139.074,52.595,-0.204,72.337,799.9167,93.9572,97369.4594,266.0223,-6.1885,-4.954
2174A,1.0,112.7105,37.7087,4.0,0.0881,0.0558,139.074,52.595,-0.204,72.337,799.9167,93.9572,97369.4594,266.0223,-6.1885,-4.954
2175A,1.0,110.9956,35.0147,11.0,0.1037,0.0676,135.184,51.469,-1.666,70.253,979.1682,88.7914,98755.6711,269.2729,1.652,-6.8462
2178A,1.0,110.9678,35.0308,4.0,0.1037,0.0676,135.184,51.469,-1.666,70.253,979.1682,88.7914,98755.6711,269.2729,1.652,-6.8462
2179A,1.0,111.0414,35.1147,7.0,0.099,0.0741,135.314,51.515,-1.623,70.328,975.607,88.4118,98808.5767,269.4771,1.552,-6.8698
2181A,1.0,112.7383,38.4519,5.0,0.0874,0.0654,139.546,53.222,-0.212,72.924,1212.8057,89.953,99149.6519,273.9157,-12.108,-6.1017
2182A,1.0,112.7003,38.4928,3.0,0.0874,0.0654,139.546,53.222,-0.212,72.924,1212.8057,89.953,99149.6519,273.9157,-12.108,-6.1017
2183A,1.0,111.1406,37.5211,1.0,0.0786,0.0618,137.06,53.363,-1.544,72.197,772.1432,94.3466,96083.3497,265.0132,-4.3591,-7.4123
2185A,1.0,111.1297,37.5136,4.0,0.0786,0.0618,137.06,53.363,-1.544,72.197,772.1432,94.3466,96083.3497,265.0132,-4.3591,-7.4123
2187A,1.0,106.8089,39.6969,80.0,0.0823,0.0564,133.593,57.622,-5.18,74.035,1369.5782,76.1841,100160.3181,276.3095,-10.628,-5.2719
2192A,1.0,119.7594,49.2261,56.0,0.0162,0.0044,153.24,59.94,5.638,81.552,204.3449,99.1463,102331.2115,252.0808,-6.6775,-0.5443
2195A,1.0,107.4211,40.7608,79.0,0.0834,0.0661,134.893,58.099,-4.696,74.866,1680.094,72.5595,100466.3019,276.4261,-12.396,-2.6634
2196A,1.0,107.3715,40.7378,83.0,0.0819,0.0573,134.808,58.09,-4.735,74.829,1667.5514,72.8314,100452.0088,276.4252,-12.3276,-2.7762
2197A,1.0,113.1306,40.9923,32.0,0.0472,0.029,141.499,55.125,0.095,74.882,1613.3873,75.477,100545.2102,274.9613,-15.2065,-2.959
2203A,1.0,116.0781,43.9311,63.0,0.0185,0.0062,146.579,56.34,2.553,77.239,1441.6484,64.4139,101431.6215,272.3544,-6.7753,-0.2908
2204A,1.0,105.6775,38.8343,56.0,0.0861,0.0712,131.844,57.705,-6.129,73.444,664.2542,89.2406,98360.8362,268.7161,-1.0415,-6.9167
2205A,1.0,105.6975,38.843,64.0,0.0861,0.0712,131.844,57.705,-6.129,73.444,664.2542,89.2406,98360.8362,268.7161,-1.0415,-6.9167
2206A,1.0,105.724,38.8516,92.0,0.0803,0.0895,131.927,57.712,-6.088,73.48,704.7513,88.5524,98501.179,269.246,-1.6753,-6.7048
2207A,1.0,121.6178,41.9967,17.0,0.0118,0.0068,152.695,52.24,-28.762,75.993,981.1724,94.1714,101286.6797,273.7063,-13.7239,2.1636
2208A,1.0,121.6561,42.0186,10.0,0.0115,0.0061,152.783,52.27,-28.72,76.036,984.2505,93.5091,101302.3253,273.7008,-13.5651,2.3256
2209A,1.0,121.6972,42.0503,31.0,0.0114,0.0076,152.806,52.319,-28.721,76.075,996.0649,92.7985,101315.3182,273.7138,-13.4252,2.5134
2210A,1.0,121.6722,42.0228,11.0,0.0115,0.0061,152.783,52.27,-28.72,76.036,984.2505,93.5091,101302.3253,273.7008,-13.5651,2.3256
2211A,1.0,121.6592,42.0486,12.0,0.0115,0.0061,152.783,52.27,-28.72,76.036,984.2505,93.5091,101302.3253,273.7008,-13.5651,2.3256
2213A,1.0,123.15,41.2553,11.0,0.0259,0.0156,154.457,50.978,-27.461,75.577,694.025,99.9939,101128.8742,272.8175,-15.0561,-0.8157
2214A,1.0,123.1761,41.2736,18.0,0.0259,0.0156,154.457,50.978,-27.461,75.577,694.025,99.9939,101128.8742,272.8175,-15.0561,-0.8157
2215A,1.0,123.1417,41.2894,4.0,0.0262,0.0164,154.39,50.995,-27.503,75.574,701.455,99.9923,101125.7882,272.856,-15.1028,-0.7536
2220A,1.0,120.4439,41.5931,8.0,0.0319,0.0197,150.932,52.315,6.23,75.598,1056.8153,93.8172,101099.5926,274.0858,-14.8336,0.7068
2221A,1.0,120.4486,41.5672,12.0,0.0319,0.0197,150.932,52.315,6.23,75.598,1056.8153,93.8172,101099.5926,274.0858,-14.8336,0.7068
2222A,1.0,120.4247,41.5647,6.0,0.0319,0.0197,150.932,52.315,6.23,75.598,1056.8153,93.8172,101099.5926,274.0858,-14.8336,0.7068
2223A,1.0,120.3939,41.615,17.0,0.0228,0.0158,150.891,52.384,6.188,75.634,1067.4797,93.3283,101116.4729,274.088,-14.6946,0.7865
2229A,1.0,125.9361,41.7156,17.0,0.0574,0.0254,158.42,50.523,-25.152,76.21,399.6437,88.4141,99253.516,246.5503,-12.6047,-1.1021
2230A,1.0,125.9486,41.7381,18.0,0.0574,0.0254,158.42,50.523,-25.152,76.21,399.6437,88.4141,99253.516,246.5503,-12.6047,-1.1021
2231A,1.0,126.4047,41.9206,18.0,0.0453,0.0193,159.19,50.58,-24.734,76.419,291.9422,93.1695,98686.1718,245.039,-12.5369,-0.8143
2232A,1.0,126.4078,41.9419,37.0,0.0453,0.0193,159.19,50.58,-24.734,76.419,291.9422,93.1695,98686.1718,245.039,-12.5369,-0.8143
2237A,1.0,129.4892,42.8939,54.0,0.074,0.0347,163.776,50.784,-22.173,77.551,360.6868,97.425,99090.0832,245.5129,-4.2944,-4.4394
2238A,1.0,129.5042,42.9061,72.0,0.0791,0.0429,163.86,50.827,-22.13,77.596,337.4148,97.5373,99048.3165,245.1453,-4.2609,-4.1323
2239A,1.0,129.3675,42.8775,72.0,0.0798,0.0413,163.635,50.809,-22.255,77.536,359.2158,97.2529,98916.9011,245.3951,-4.2154,-4.3733
2240A,1.0,130.962,45.2924,70.0,0.0715,0.0308,166.473,53.039,-20.906,79.6,393.5132,80.927,99380.6715,260.829,-2.4186,2.436
2243A,1.0,130.9298,45.2978,73.0,0.0425,0.0147,166.406,53.049,-20.949,79.592,400.0984,80.7439,99444.6515,260.8654,-2.4848,2.4228
2245A,1.0,130.261,47.2753,70.0,0.067,0.0255,165.973,55.299,-21.485,81.027,1540.1715,81.3144,102007.028,269.0564,-6.9356,2.2293
2246A,1.0,130.3172,47.3489,67.0,0.0176,0.0057,166.05,55.344,-21.443,81.073,1561.4524,82.0561,102016.0738,268.9262,-6.9527,2.1327
2248A,1.0,131.1638,46.6572,70.0,0.0105,0.0026,167.046,54.503,-20.731,80.698,1186.1876,73.0734,101952.6389,270.9312,-6.8074,3.3197
2249A,1.0,131.1651,46.619,60.0,0.0711,0.0232,167.036,54.449,-20.729,80.66,1153.6283,72.3425,101945.2791,271.0631,-6.7943,3.3891
2250A,1.0,131.1516,46.6462,71.0,0.0711,0.0232,167.036,54.449,-20.729,80.66,1153.6283,72.3425,101945.2791,271.0631,-6.7943,3.3891
2251A,1.0,131.1572,46.5888,70.0,0.0522,0.0152,167.026,54.395,-20.73,80.623,1121.0691,71.6116,101937.9193,271.195,-6.7813,3.4584
2252A,1.0,128.8736,47.7222,50.0,0.0144,0.0049,164.233,56.04,-22.662,81.187,1381.0648,87.7083,102062.9927,264.151,-6.9444,1.0738
2253A,1.0,128.9094,47.7317,41.0,0.0149,0.0053,164.3,56.03,-22.62,81.195,1391.6016,87.7739,102064.3714,264.2618,-6.9575,1.0705
2254A,1.0,129.4942,48.4658,43.0,0.0325,0.0093,165.186,56.714,-22.134,81.84,317.9018,98.7634,102330.2953,252.4153,-7.5626,-1.0219
2255A,1.0,130.2719,46.8025,61.0,0.0146,0.003,165.874,54.821,-21.486,80.683,1323.6212,74.3436,101938.9726,270.408,-6.8412,3.1035
2256A,1.0,130.3961,46.8267,57.0,0.0142,0.0034,166.008,54.803,-21.401,80.697,1316.7753,74.2951,101942.3166,270.4446,-6.8634,3.0818
2257A,1.0,130.3258,46.7975,60.0,0.0328,0.009,165.93,54.759,-21.445,80.651,1295.2735,73.496,101932.895,270.5837,-6.8494,3.1812
2258A,1.0,130.3648,46.8032,60.0,0.0142,0.0034,166.008,54.803,-21.401,80.697,1316.7753,74.2951,101942.3166,270.4446,-6.8634,3.0818
2259A,1.0,130.3794,46.7588,63.0,0.0811,0.0271,165.996,54.749,-21.403,80.658,1292.1893,73.5178,101934.7633,270.5947,-6.8542,3.1756
2264A,1.0,127.5044,50.2391,32.0,0.0183,0.0051,163.091,58.924,-23.742,82.962,148.7521,100.0,102538.2743,251.0182,-3.9569,0.19
2266A,1.0,126.9934,46.6384,49.0,0.0155,0.0053,161.46,55.307,-24.274,80.114,1601.231,80.9716,101834.792,269.4724,-5.5732,1.8837
2270A,1.0,117.3961,32.939,50.0,0.0854,0.0475,141.62,45.805,3.694,68.7,233.8171,95.6132,97291.6532,262.4077,0.6201,2.6675
2271A,1.0,117.3605,32.9427,52.0,0.0854,0.0475,141.62,45.805,3.694,68.7,233.8171,95.6132,97291.6532,262.4077,0.6201,2.6675
2273A,1.0,117.4186,32.8913,38.0,0.0824,0.0378,141.65,45.733,3.741,68.664,231.5167,95.6157,97238.144,262.3,0.6217,2.6919
2274A,1.0,117.3536,32.9673,48.0,0.0603,0.0369,141.656,45.852,3.695,68.739,238.379,95.5881,97351.1779,262.5282,0.5942,2.6608
2275A,1.0,117.3065,32.8985,46.0,0.0876,0.0534,141.514,45.792,3.656,68.66,230.8806,95.6581,97281.5246,262.3883,0.6555,2.6517
2277A,1.0,116.8028,32.7639,32.0,0.0809,0.0396,140.773,46.0,3.245,68.561,240.6566,95.9198,97755.243,263.3273,0.758,2.4187
2278A,1.0,117.0083,32.645,29.0,0.0854,0.0488,140.924,45.752,3.42,68.454,224.469,95.8733,97472.9935,262.7279,0.7814,2.5099
2279A,1.0,116.8556,32.6028,26.0,0.0794,0.0295,140.724,45.842,3.295,68.447,230.865,95.9404,97676.8273,263.121,0.7852,2.4312
2280A,1.0,116.8306,32.6319,30.0,0.092,0.0636,140.66,45.871,3.254,68.446,232.9971,95.9627,97744.7719,263.252,0.7864,2.4049
2281A,1.0,116.7039,32.625,26.0,0.0914,0.061,140.524,45.93,3.17,68.442,237.2611,96.0074,97880.6611,263.5141,0.7889,2.3525
2282A,1.0,116.8008,33.975,43.0,0.0698,0.0428,141.661,47.043,3.236,69.491,274.3695,95.5271,98028.6388,263.9266,0.3425,2.3681
2283A,1.0,116.8067,33.8997,49.0,0.0848,0.0433,141.59,46.955,3.234,69.413,281.287,95.4765,97999.1186,263.9345,0.4503,2.4035
2284A,1.0,116.7844,33.9461,42.0,0.0562,0.0341,141.56,47.03,3.194,69.449,276.538,95.5196,97996.5229,263.9186,0.432,2.3695
2291A,1.0,117.0549,30.5103,47.0,0.0315,0.0143,139.312,43.914,3.553,66.842,293.4039,95.33,97523.4952,264.1591,1.5657,2.1141
2292A,1.0,117.0331,30.512,39.0,0.0313,0.0163,139.244,43.945,3.511,66.84,293.9819,95.2815,97558.1791,264.1747,1.5893,2.091
2294A,1.0,116.9896,30.6145,39.0,0.0225,0.0114,139.261,44.062,3.466,66.915,303.6089,95.156,97597.3883,264.1662,1.6474,2.0622
2298A,1.0,118.3094,32.3153,16.0,0.068,0.0419,142.454,44.725,4.521,68.287,277.555,95.1436,97709.9009,263.1048,0.4067,2.7755
2299A,1.0,118.3244,32.2786,22.0,0.0691,0.0353,142.414,44.682,4.523,68.247,279.4917,95.1381,97776.7428,263.2107,0.423,2.7492
2301A,1.0,115.8275,32.8928,19.0,0.0811,0.0457,139.54,46.686,2.406,68.605,266.0475,95.4963,98394.4722,264.0762,1.27,2.1369
2303A,1.0,115.8556,32.8603,28.0,0.079,0.0471,139.604,46.656,2.447,68.607,265.6486,95.5446,98378.3635,264.0964,1.2309,2.1449
2307A,1.0,116.508,31.7371,35.0,0.0852,0.0438,139.56,45.28,3.055,67.743,250.1956,94.8497,98336.5865,263.602,1.6035,2.2171
2308A,1.0,116.478,31.7618,31.0,0.0559,0.0358,139.532,45.353,3.008,67.779,251.1366,94.9349,98347.3316,263.6201,1.5833,2.2112
2309A,1.0,116.5068,31.7797,30.0,0.0842,0.0483,139.599,45.322,3.05,67.782,249.9508,94.919,98326.3561,263.6262,1.5585,2.2188
2310A,1.0,116.5661,31.7712,20.0,0.0738,0.0481,139.664,45.292,3.091,67.785,248.765,94.9031,98305.3805,263.6323,1.5337,2.2264
2311A,1.0,115.8067,33.8399,27.0,0.06,0.0362,140.25,47.497,2.399,69.342,261.0018,95.7058,98094.6758,263.9594,0.9763,2.1292
2312A,1.0,115.7831,33.8561,21.0,0.0408,0.0206,140.222,47.57,2.358,69.377,254.1849,95.7575,98091.6786,263.9455,0.9353,2.0816
2314A,1.0,117.4697,30.6617,42.0,0.0075,0.0024,139.98,43.792,3.884,66.976,297.0767,95.5636,97368.933,263.987,1.3984,2.2828
2319A,1.0,119.0156,25.442,75.0,0.0459,0.023,137.267,38.322,5.287,63.067,434.2464,95.871,98546.5226,268.817,1.5996,4.2432
2320A,1.0,119.0018,25.4552,80.0,0.0539,0.0262,137.32,38.362,5.288,63.104,433.5154,95.9329,98577.3737,268.828,1.5582,4.1694
2322A,1.0,119.1015,25.3214,83.0,0.0832,0.0567,137.307,38.168,5.373,62.997,436.2973,95.6974,98512.1411,268.707,1.6479,4.4084
2323A,1.0,118.981,25.4792,84.0,0.0623,0.0167,137.246,38.396,5.244,63.1,433.2397,95.9476,98563.8706,268.8735,1.5843,4.1581
2338A,1.0,117.0151,25.0311,4.0,0.0238,0.0205,134.031,39.432,3.614,62.651,390.697,96.3032,98098.9914,269.8221,1.8087,3.163
2339A,1.0,119.5001,26.6946,29.0,0.0111,0.0048,139.265,39.04,5.682,64.045,387.6055,95.8555,98540.5639,267.4367,0.6824,2.8961
2341A,1.0,119.5392,26.6611,29.0,0.0111,0.0048,139.265,39.04,5.682,64.045,387.6055,95.8555,98540.5639,267.4367,0.6824,2.8961
2342A,1.0,117.3097,29.3864,26.0,0.0137,0.0065,138.663,42.78,3.783,65.971,222.2553,95.7821,97474.0144,264.5155,1.1762,2.1275
2343A,1.0,117.2111,29.2958,27.0,0.0192,0.0135,138.441,42.762,3.704,65.891,216.6802,95.9346,97527.9537,264.547,1.1736,2.0651
2344A,1.0,117.1983,29.2786,54.0,0.0199,0.0145,138.371,42.792,3.663,65.888,215.5659,95.964,97541.2549,264.5573,1.1865,2.0504
2345A,1.0,117.1558,29.2647,51.0,0.0199,0.0145,138.371,42.792,3.663,65.888,215.5659,95.964,97541.2549,264.5573,1.1865,2.0504
2346A,1.0,117.2461,29.2956,2.0,0.0192,0.0135,138.441,42.762,3.704,65.891,216.6802,95.9346,97527.9537,264.547,1.1736,2.0651
2364A,1.0,114.9461,25.8481,76.0,0.0372,0.0274,132.108,41.615,1.85,63.182,163.1191,96.7884,98427.9708,268.6664,1.4935,0.5633
2365A,1.0,114.9322,25.8333,80.0,0.0372,0.0274,132.108,41.615,1.85,63.182,163.1191,96.7884,98427.9708,268.6664,1.4935,0.5633
2386A,1.0,114.2956,35.7511,2.0,0.0875,0.0601,139.673,50.065,1.102,70.825,133.2849,95.1782,98476.8222,263.4454,-1.0958,-0.8794
2387A,1.0,114.2878,35.7306,2.0,0.0903,0.0588,139.638,50.023,1.099,70.787,126.435,95.1369,98560.2321,263.4873,-1.0222,-0.8014
2389A,1.0,113.836,35.31,3.0,0.094,0.0679,138.804,49.953,0.723,70.468,337.4602,94.6775,98599.8467,265.6891,-0.1898,-1.7225
2390A,1.0,113.884,35.272,2.0,0.097,0.0622,138.833,49.882,0.766,70.429,315.8803,94.8396,98536.501,265.3757,-0.1258,-1.4881
2391A,1.0,113.883,35.303,3.0,0.0951,0.0654,138.865,49.923,0.764,70.47,314.3713,94.776,98570.8273,265.4357,-0.2149,-1.5715
2392A,1.0,115.031,35.763,44.0,0.0943,0.052,140.608,49.633,1.731,70.836,121.9185,96.1443,98429.7233,262.3351,-1.0515,-0.3915
2394A,1.0,115.0628,35.7672,32.0,0.0963,0.0507,140.67,49.605,1.771,70.839,124.569,96.207,98426.3021,262.2891,-1.0437,-0.3809
2395A,1.0,115.0772,35.767,22.0,0.0963,0.0507,140.67,49.605,1.771,70.839,124.569,96.207,98426.3021,262.2891,-1.0437,-0.3809
2396A,1.0,113.8331,34.0117,17.0,0.0857,0.0538,137.874,48.875,0.723,69.459,400.8478,94.5137,98123.4568,264.6417,2.0305,0.1286
2398A,1.0,113.7906,33.9953,4.0,0.0856,0.0572,137.774,48.865,0.68,69.42,415.4463,94.3327,98136.0728,264.6887,2.1442,0.1019
2399A,1.0,114.056,33.567,20.0,0.0561,0.0337,137.85,48.351,0.934,69.113,397.6657,94.3203,98140.5508,264.5638,2.5068,0.9206
2400A,1.0,114.005,33.568,20.0,0.0689,0.0415,137.786,48.382,0.891,69.112,403.5912,94.2441,98129.3407,264.5615,2.5346,0.8491
2401A,1.0,114.014,33.581,17.0,0.0689,0.0415,137.786,48.382,0.891,69.112,403.5912,94.2441,98129.3407,264.5615,2.5346,0.8491
2402A,1.0,114.0322,33.5653,14.0,0.0689,0.0415,137.786,48.382,0.891,69.112,403.5912,94.2441,98129.3407,264.5615,2.5346,0.8491
2403A,1.0,112.5192,32.9917,6.0,0.0719,0.047,135.499,48.853,-0.357,68.643,592.7462,92.2669,97404.7488,264.4219,3.4057,-0.6769
2404A,1.0,112.5224,33.0122,25.0,0.0649,0.0449,135.537,48.892,-0.359,68.681,587.7527,92.3424,97383.9102,264.3598,3.3901,-0.6525
2405A,1.0,112.5003,32.9735,6.0,0.0719,0.047,135.499,48.853,-0.357,68.643,592.7462,92.2669,97404.7488,264.4219,3.4057,-0.6769
2406A,1.0,112.5573,33.027,7.0,0.0682,0.0479,135.597,48.862,-0.316,68.683,581.3397,92.4508,97413.9132,264.3858,3.367,-0.593
2407A,1.0,112.5481,32.9689,9.0,0.0719,0.047,135.499,48.853,-0.357,68.643,592.7462,92.2669,97404.7488,264.4219,3.4057,-0.6769
2408A,1.0,115.6697,34.4286,34.0,0.0435,0.0247,140.491,48.102,2.272,69.803,191.3898,96.2337,97744.5614,263.6117,0.3911,1.6987
2409A,1.0,115.6558,34.429,33.0,0.0435,0.0247,140.491,48.102,2.272,69.803,191.3898,96.2337,97744.5614,263.6117,0.3911,1.6987
2410A,1.0,115.6386,34.407,28.0,0.0435,0.0251,140.427,48.13,2.23,69.802,189.729,96.2476,97723.0606,263.593,0.4125,1.6826
2420A,1.0,114.018,32.965,5.0,0.0509,0.0249,137.332,47.888,0.897,68.647,393.9743,94.3055,98073.0769,264.5739,2.6463,1.0673
2422A,1.0,113.996,32.996,2.0,0.0504,0.0301,137.271,47.921,0.855,68.647,400.4818,94.3049,98059.0111,264.5943,2.6741,1.016
2423A,1.0,115.0625,30.2352,11.0,0.0719,0.036,136.431,44.963,1.887,66.547,318.1538,93.9461,97504.382,264.3034,2.5425,1.0224
2424A,1.0,115.0767,30.2028,8.0,0.0719,0.036,136.431,44.963,1.887,66.547,318.1538,93.9461,97504.382,264.3034,2.5425,1.0224
2426A,1.0,114.8949,30.2043,10.0,0.0606,0.0315,136.173,45.096,1.719,66.543,327.5711,93.837,97458.3169,264.2023,2.623,0.9193
2427A,1.0,115.0264,30.2099,26.0,0.0454,0.0169,136.364,44.996,1.844,66.545,320.5081,93.9188,97492.8657,264.2781,2.5626,0.9967
2428A,1.0,111.0419,32.395,86.0,0.0623,0.0419,133.26,49.391,-1.574,68.196,746.3313,91.1084,97239.7489,264.5974,3.9521,-1.5783
2429A,1.0,110.78,32.6494,8.0,0.0824,0.043,133.164,49.752,-1.799,68.395,840.8643,92.0801,97103.2418,265.0481,3.8406,-1.886
2430A,1.0,110.7258,32.6389,21.0,0.0854,0.0504,133.109,49.784,-1.839,68.395,848.5348,92.3461,97099.8036,265.1013,3.8516,-1.8656
2431A,1.0,110.8839,32.5714,24.0,0.0892,0.0555,133.242,49.644,-1.712,68.355,812.73,91.5793,97135.609,264.8938,3.8474,-1.8539
